label,KCTD4,MET,SCN1B
7Networks_LH_Default_Par_1,0.4580483326052636,0.8261656396295464,0.6870102696817674
7Networks_LH_Default_Par_2,0.4616365921577126,0.851218454060796,0.7095920150698307
7Networks_LH_Default_Par_3,0.49197096987405137,0.8369958557653603,0.7034545970457043
7Networks_LH_Default_Par_4,0.39199470640968015,0.8630029247109239,0.7472290656045578
7Networks_LH_Default_PFC_1,0.5271343348748312,0.6452397861131606,0.4016266174876391
7Networks_LH_Default_PFC_2,0.6196434131064217,0.583901909902193,0.31297433287540893
7Networks_LH_Default_PFC_3,0.40746546428716557,0.6732001183126668,0.6498725039080985
7Networks_LH_Default_PFC_4,0.4343412310519699,0.6831329432514247,0.5513159697337139
7Networks_LH_Default_PFC_5,0.4510727384123143,0.7238647160291438,0.5015848984426827
7Networks_LH_Default_PFC_6,0.41779224566854506,0.617139340550744,0.6693218281438327
7Networks_LH_Default_PFC_7,0.545320308416822,0.485715667330165,0.3040169132792539
7Networks_LH_Default_PFC_8,0.3444587443272359,0.6201371477838971,0.6974994859973505
7Networks_LH_Default_PFC_9,0.4120720673966488,0.6708540562327739,0.603262593851343
7Networks_LH_Default_PFC_10,0.5508167960534565,0.2886185949124608,0.2555908266952701
7Networks_LH_Default_PFC_11,0.455187235802702,0.5025036624464387,0.49060291362123987
7Networks_LH_Default_PFC_12,0.370878529971934,0.566448287140886,0.6078788516675439
7Networks_LH_Default_PFC_13,0.38781025704540095,0.5184898710538365,0.6448551140088564
7Networks_LH_Default_PFC_14,0.2926529719852317,0.5023273820430142,0.6869342475562051
7Networks_LH_Default_PFC_15,0.29504998221933626,0.46804713905144496,0.726813581880935
7Networks_LH_Default_PFC_16,0.3921478512768857,0.4874511737159639,0.638650071104062
7Networks_LH_Default_PFC_17,0.34929995724328633,0.4779221092368813,0.5886543152913561
7Networks_LH_Default_PFC_18,0.32486484946874233,0.3324897731756452,0.7204331081292411
7Networks_LH_Default_pCunPCC_1,0.5689983396770293,0.6500185277765061,0.5199939053098795
7Networks_LH_Default_pCunPCC_2,0.40571844635614246,0.799919316669684,0.6225423633076957
7Networks_LH_Default_pCunPCC_3,0.40079559565352274,0.8145059419853281,0.6945936548773691
7Networks_LH_Default_pCunPCC_4,0.3890318568766652,0.7772228423959412,0.6792296706114214
7Networks_LH_Default_pCunPCC_5,0.3557445912715277,0.8015759411804487,0.7927360226417846
7Networks_LH_Default_pCunPCC_6,0.42778424593430203,0.7607516432354959,0.619106744636888
7Networks_LH_Default_pCunPCC_7,0.5468141669666265,0.6033143294893365,0.410043943361036
7Networks_LH_Default_pCunPCC_8,0.34965354392928866,0.7438289399343802,0.7072186520525797
7Networks_RH_Vis_1,0.4739781091476344,0.6677693025716662,0.5826256891597349
7Networks_RH_Vis_2,0.626810187725209,0.8424179181644386,0.3922626436908815
7Networks_RH_Vis_3,0.5109408800890762,0.9007843991851576,0.7107837544476758
7Networks_RH_Vis_4,0.4415919519566569,0.8991601292019812,0.7648806749221859
7Networks_RH_Vis_5,0.71516298397367,0.657838058429304,0.4617018847831784
7Networks_RH_Vis_6,NaN,NaN,NaN
7Networks_RH_Vis_7,0.10115361871913285,0.8556714281663761,0.8805329260981029
7Networks_RH_Vis_8,NaN,NaN,NaN
7Networks_RH_Vis_9,NaN,NaN,NaN
7Networks_RH_Vis_10,0.20356622500815855,0.9161011803974561,0.9359529949734846
7Networks_RH_Vis_11,0.7021260970462377,0.7165882413096677,0.46746450407652884
7Networks_RH_Vis_12,0.45332580453466614,0.8710574596670597,0.7193614060354594
7Networks_RH_Vis_13,0.1116402948884565,0.7942609129490835,0.9624915849435678
7Networks_RH_Vis_14,0.2342014645725603,0.9071691972954213,0.9335899315087202
7Networks_RH_Vis_15,0.1511832509369196,0.8327014042487607,0.909702135536701
7Networks_RH_Vis_16,0.2894807455354414,0.8564168505188502,0.9184215281255035
7Networks_RH_Vis_17,0.3425431314146115,0.9157007242401567,0.8944940905745662
7Networks_RH_Vis_18,0.2067376621452488,0.8408825685991134,0.8453931853088477
7Networks_RH_Vis_19,NaN,NaN,NaN
7Networks_RH_Vis_20,0.3672271989478358,0.7599742822249825,0.728375371061411
7Networks_RH_Vis_21,0.17267328883044283,0.9415025201294474,0.9173962976289474
7Networks_RH_Vis_22,0.3712400738692523,0.8752831720286987,0.8373707300368205
7Networks_RH_Vis_23,NaN,NaN,NaN
7Networks_RH_SomMot_1,0.425841596222128,0.7879545393179004,0.7477777900591305
7Networks_RH_SomMot_2,0.40298102678917236,0.833662741985966,0.7072795938386777
7Networks_RH_SomMot_3,0.4842101201542315,0.4978452987847024,0.42888433022048356
7Networks_RH_SomMot_4,NaN,NaN,NaN
7Networks_RH_SomMot_5,0.1777193862526179,0.7360347029132094,0.8091173388017912
7Networks_RH_SomMot_6,0.48717489826740656,0.8323389257488774,0.6567838707055145
7Networks_RH_SomMot_7,0.4082757289783314,0.7832295641148297,0.857367734620871
7Networks_RH_SomMot_8,0.43528621236938336,0.5502617499807713,0.6460582978863522
7Networks_RH_SomMot_9,NaN,NaN,NaN
7Networks_RH_SomMot_10,0.24687156607263847,0.634503983386735,0.815690523414768
7Networks_RH_SomMot_11,NaN,NaN,NaN
7Networks_RH_SomMot_12,0.11300077189780185,0.33797062792189875,0.8378810767481822
7Networks_RH_SomMot_13,0.247916729442096,0.5763217974271367,0.8191708084082664
7Networks_RH_SomMot_14,0.249688696827377,0.31298166443158704,0.7387508147269548
7Networks_RH_SomMot_15,0.33173858372705756,0.8310662735987573,0.8285816766076862
7Networks_RH_SomMot_16,0.1994045411207999,0.21804016545461824,0.6433385631432604
7Networks_RH_SomMot_17,0.19054634666123543,0.6428405754044814,0.857801792773335
7Networks_RH_SomMot_18,NaN,NaN,NaN
7Networks_RH_SomMot_19,0.33420966064088176,0.6479805099596305,0.86980476270813
7Networks_RH_SomMot_20,0.25635915388226954,0.2960673591465437,0.7927701237370143
7Networks_RH_SomMot_21,NaN,NaN,NaN
7Networks_RH_SomMot_22,0.19502277137527535,0.3268091047240653,0.8129073811360279
7Networks_RH_SomMot_23,0.12434540969746324,0.4153540937387876,0.8297853823950104
7Networks_RH_SomMot_24,0.1480467909512301,0.7905260350521434,0.8213419844135895
7Networks_RH_SomMot_25,NaN,NaN,NaN
7Networks_RH_SomMot_26,0.16791826245740013,0.3348512321411967,0.6535008792918888
7Networks_RH_SomMot_27,NaN,NaN,NaN
7Networks_RH_SomMot_28,0.07688822036705728,0.2518698016884118,0.8288436211978241
7Networks_RH_DorsAttn_Post_1,0.6236521769239884,0.8942972574940982,0.6188025861081519
7Networks_RH_DorsAttn_Post_2,0.6905504164274756,0.9306497688308117,0.4505851404608415
7Networks_RH_DorsAttn_Post_3,0.4105429111419369,0.8399499620309969,0.7963508989952423
7Networks_RH_DorsAttn_Post_4,0.37367676434528085,0.9006280482908826,0.8400864277981492
7Networks_RH_DorsAttn_Post_5,NaN,NaN,NaN
7Networks_RH_DorsAttn_Post_6,0.3159084651919155,0.8153110157993559,0.7822576067404644
7Networks_RH_DorsAttn_Post_7,0.18229104085168574,0.7925415110216381,0.8299800464067233
7Networks_RH_DorsAttn_Post_8,0.3017227757360858,0.7969254912035963,0.8107546660017335
7Networks_RH_DorsAttn_Post_9,0.41726469466727084,0.8256909504627609,0.7038076387682364
7Networks_RH_DorsAttn_Post_10,0.3970794643515651,0.8319939527588233,0.8169564842617424
7Networks_RH_DorsAttn_Post_11,0.2982689471201894,0.7584319823453972,0.8256944407798376
7Networks_RH_DorsAttn_Post_12,NaN,NaN,NaN
7Networks_RH_DorsAttn_Post_13,0.3336346246169954,0.7732027287591996,0.7063211043439885
7Networks_RH_DorsAttn_Post_14,0.3517903048449261,0.7049462640672451,0.732955992864259
7Networks_RH_DorsAttn_FEF_1,0.25754978105994764,0.3820109119697378,0.7696152492240911
7Networks_RH_DorsAttn_FEF_2,0.36346209740799906,0.4414920563066838,0.6620848059610189
7Networks_RH_DorsAttn_FEF_3,0.187025115146001,0.26858271784650983,0.809650566867277
7Networks_RH_DorsAttn_PrCv_1,0.36404274485342847,0.4116586545002561,0.5718441890337412
7Networks_RH_SalVentAttn_TempOccPar_1,0.3576764693396912,0.8263378881243889,0.7342970097114261
7Networks_RH_SalVentAttn_TempOccPar_2,0.42814217132776755,0.8269186659065247,0.6334077490231869
7Networks_RH_SalVentAttn_TempOccPar_3,NaN,NaN,NaN
7Networks_RH_SalVentAttn_TempOccPar_4,0.4830109595848531,0.7495798673771727,0.5085803163532588
7Networks_RH_SalVentAttn_TempOccPar_5,0.41772366207571154,0.8039614754783966,0.6952454568161125
7Networks_RH_SalVentAttn_PrC_1,0.23664554954454248,0.3810109101167256,0.7686278897980017
7Networks_RH_SalVentAttn_FrOperIns_1,0.6932303287495347,0.33910673782554146,0.12520787563966596
7Networks_RH_SalVentAttn_FrOperIns_2,0.627830187259394,0.5598735971225941,0.42830445690635044
7Networks_RH_SalVentAttn_FrOperIns_3,0.5255936343449477,0.586080571276843,0.4171053598690663
7Networks_RH_SalVentAttn_FrOperIns_4,0.6864109929524755,0.5505722600276637,0.2661812328538773
7Networks_RH_SalVentAttn_FrOperIns_5,NaN,NaN,NaN
7Networks_RH_SalVentAttn_FrOperIns_6,0.38759342489910353,0.4848372549630802,0.621882078296393
7Networks_RH_SalVentAttn_Med_1,0.3981777947193593,0.37130136186413965,0.5514701920456838
7Networks_RH_SalVentAttn_Med_2,0.43097955408079824,0.5157559121849826,0.4844988316804943
7Networks_RH_SalVentAttn_Med_3,0.41417634872834785,0.7225325092112206,0.7390726282333752
7Networks_RH_SalVentAttn_Med_4,0.25490727158558907,0.4088097228355905,0.7195115164177796
7Networks_RH_SalVentAttn_Med_5,NaN,NaN,NaN
7Networks_RH_SalVentAttn_Med_6,NaN,NaN,NaN
7Networks_RH_Limbic_OFC_1,0.5790712177913355,0.7021605676526586,0.3364386336820101
7Networks_RH_Limbic_OFC_2,0.6060989073843849,0.7448381522096394,0.2924396242286066
7Networks_RH_Limbic_OFC_3,0.5605846351166419,0.674110001569261,0.42361372329430524
7Networks_RH_Limbic_OFC_4,0.4947181173485947,0.710412966689751,0.4453907285617408
7Networks_RH_Limbic_TempPole_1,0.8334834209333766,0.8637898714621979,0.24363797256285075
7Networks_RH_Limbic_TempPole_2,0.821471635803044,0.8062225656815258,0.1584966165510311
7Networks_RH_Limbic_TempPole_3,0.7752694261688363,0.6708279351555708,0.22054048977997515
7Networks_RH_Limbic_TempPole_4,0.7242994291012379,0.8567845149939577,0.39310245036448177
7Networks_RH_Limbic_TempPole_5,0.8016788986458464,0.8574391665744805,0.3187983762078481
7Networks_RH_Limbic_TempPole_6,0.8066405821160614,0.7947336859814368,0.252170246129612
7Networks_RH_Cont_Par_1,0.5071269185532218,0.8136059789917611,0.6491442325515977
7Networks_RH_Cont_Par_2,0.22671792512245842,0.8061599594332146,0.7943837900298513
7Networks_RH_Cont_Par_3,NaN,NaN,NaN
7Networks_RH_Cont_Temp_1,0.6384485826946551,0.8458080306926128,0.4590552185208056
7Networks_RH_Cont_PFCv_1,0.78122471995215,0.1223206973490865,0.4928816932265733
7Networks_RH_Cont_PFCl_1,0.3652037474459504,0.7019624594874381,0.6586117713119509
7Networks_RH_Cont_PFCl_2,0.4249589574201942,0.6838869675056207,0.5877265618196311
7Networks_RH_Cont_PFCl_3,0.43318545715876683,0.7057582001508405,0.5307255417271292
7Networks_RH_Cont_PFCl_4,0.39779544890546026,0.7313727175501544,0.5596791147188375
7Networks_RH_Cont_PFCl_5,0.3212992082299174,0.7067584659494541,0.7274271054550012
7Networks_RH_Cont_PFCl_6,0.2604680699823981,0.6381818493161238,0.759083693852464
7Networks_RH_Cont_PFCl_7,NaN,NaN,NaN
7Networks_RH_Cont_PFCl_8,0.43197296571159227,0.6826990117586238,0.5668993071233905
7Networks_RH_Cont_PFCl_9,0.215828992545407,0.3985592167399286,0.7864109892652469
7Networks_RH_Cont_PFCl_10,NaN,NaN,NaN
7Networks_RH_Cont_PFCl_11,0.3433775108994592,0.44507460137175286,0.6525043996848908
7Networks_RH_Cont_PFCl_12,0.36564402296378773,0.48482629262350263,0.6543011773617964
7Networks_RH_Cont_pCun_1,NaN,NaN,NaN
7Networks_RH_Cont_pCun_2,0.40862809144253875,0.805975468843311,0.7385736409011944
7Networks_RH_Cont_Cing_1,0.4489631954249672,0.6911401295617057,0.7681428660792857
7Networks_RH_Cont_Cing_2,0.5869028210837559,0.5452456861931689,0.29642867952336094
7Networks_RH_Cont_PFCmp_1,0.465169547507233,0.34655659064173117,0.3988967892619434
7Networks_RH_Cont_PFCmp_2,0.3599307805400081,0.5369892056664443,0.6426253751409119
7Networks_RH_Default_Par_1,0.3831497503546064,0.8221655286380285,0.6895843367631056
7Networks_RH_Default_Par_2,0.5651887604058805,0.8714866268369232,0.5544030899668628
7Networks_RH_Default_Par_3,0.4009091611611723,0.8539936257262903,0.8192763820134941
7Networks_RH_Default_Par_4,0.34346185898479015,0.838926704741123,0.7453385899137688
7Networks_RH_Default_Par_5,NaN,NaN,NaN
7Networks_RH_Default_Temp_1,0.7372584056446891,0.8458798980252413,0.33107354479270806
7Networks_RH_Default_Temp_2,0.6947446268552495,0.8774881866835886,0.4158965349620374
7Networks_RH_Default_Temp_3,0.6689950695219793,0.7274104508353096,0.45898995197223663
7Networks_RH_Default_Temp_4,0.5502760467816303,0.823508889011159,0.537811858900936
7Networks_RH_Default_Temp_5,0.5293621221296759,0.8595794463422737,0.7559773145260329
7Networks_RH_Default_Temp_6,0.5200401952469782,0.860150402362652,0.6834389315411181
7Networks_RH_Default_PFCv_1,0.3702912748637694,0.6689770865587681,0.5990047764767128
7Networks_RH_Default_PFCv_2,0.3174485732338299,0.6806642606188509,0.6539668232029092
7Networks_RH_Default_PFCv_3,0.4099215903815855,0.6443407431611314,0.6473551550117655
7Networks_RH_Default_PFCdPFCm_1,0.5326701826049486,0.6315715343757936,0.31290658567751994
7Networks_RH_Default_PFCdPFCm_2,0.44681116369007967,0.7112122052987935,0.4459597415046246
7Networks_RH_Default_PFCdPFCm_3,0.5333649941232954,0.3304838775220259,0.2848291460807683
7Networks_RH_Default_PFCdPFCm_4,0.529686718093514,0.6556904620891274,0.5458564004964881
7Networks_RH_Default_PFCdPFCm_5,0.4733175868775674,0.5727937302136554,0.4107340408382666
7Networks_RH_Default_PFCdPFCm_6,0.4098492238425276,0.39992637649741963,0.26779463272459303
7Networks_RH_Default_PFCdPFCm_7,0.44679613014076247,0.6687626342123979,0.5842782566492991
7Networks_RH_Default_PFCdPFCm_8,0.46663997868489204,0.6500002362129198,0.544466248295413
7Networks_RH_Default_PFCdPFCm_9,0.44038858535669456,0.5366829105885227,0.6055614570950503
7Networks_RH_Default_PFCdPFCm_10,NaN,NaN,NaN
7Networks_RH_Default_pCunPCC_1,0.5258429189669572,0.7967027733136642,0.4396351005070899
7Networks_RH_Default_pCunPCC_2,0.38625563912304567,0.6718391379728029,0.6603778169749401
7Networks_RH_Default_pCunPCC_3,NaN,NaN,NaN
7Networks_RH_Default_pCunPCC_4,0.31594788509342514,0.7657731103433438,0.6779700290321227
7Networks_RH_Default_pCunPCC_5,0.37406101575031553,0.7534634401514506,0.7285237129676297
7Networks_RH_Default_pCunPCC_6,0.3836961719835695,0.7684878710780938,0.5544576574775494
Laccumb,0.7193033722486385,0.20854396326641225,0.07785530440653383
Lamyg,0.9023629802573071,0.17489764500429375,0.21585046539025535
Lcaud,0.7520419636261861,0.18361298838063975,0.2537129544958368
Lhippo,0.7187905315768585,0.373539467302397,0.37602900501034764
Lpal,0.668490537257187,0.36694712447981104,0.31075914241160096
Lput,0.6103488924587285,0.29259537761371535,0.2876474657870081
Lthal,0.35794097657571206,0.2583828965737727,0.5229414570347936
Raccumb,0.8876968260214078,0.24467546981286886,0.14615192815893208
Ramyg,0.7928038616892633,0.14030450709468562,0.19848623647302965
Rcaud,0.6500532374347563,0.19169103395892978,0.3221742676135441
Rhippo,0.713413094952589,0.31373132779658996,0.36211092116452015
Rpal,0.5814910631679056,0.5422079917952247,0.49824197334512843
Rput,0.6602551684718938,0.24201867360923235,0.3398541091306953
Rthal,0.3311575260298898,0.29316519714125283,0.5535361477041914
