label,ANK1,ANKRD6,ATP2B4,BAIAP3,C2CD4C,CBLN2,COL5A2,CPLX1,DMKN,ESRRG,FREM3,GLCCI1,IDS,KCNAB3,KCNC1,KCNG1,KCNS1,KCTD4,LAG3,LINC01296,MET,PKIA,PLXDC1,PNMT,PPEF1,PRRX1,RTP1,SCARA5,SCN1B,SCRT1,SEMA7A,STAC2,SV2C,TUNAR
7Networks_RH_Limbic_TempPole_1,0.40193077447807735,0.795766376106466,0.8186872075382952,0.742189318018408,0.8947310348687316,0.5578419752034071,0.47173061405211136,0.3512122830650748,0.3346880537534901,0.3062993061075209,0.6548832603470278,0.4760946622157012,0.39036624239400153,0.40166309310796344,0.4025973112089545,0.8348901564020836,0.5929256724800023,0.7722504998512774,0.28615267970193015,0.537978226310657,0.8103153450817202,0.7478636891203299,0.3687932201521339,0.7767768113351005,0.7186142560942272,0.30656914934862944,0.5943500295045302,0.6891724631254301,0.2985120190328956,0.32782223419039025,0.34503684691006375,0.42429273142705526,0.27991610095677166,0.4583103674987245
7Networks_RH_Cont_Par_1,0.5965058441716413,0.5452179109781842,0.5871565090611528,0.5876449526091645,0.8169340145690202,0.6746209365080105,0.666253816743533,0.6197383290072077,0.7108831501060457,0.5950030151737437,0.6754133501539638,0.6773122922896745,0.6762216843103693,0.47537151544918993,0.6732593724204597,0.5731562439912438,0.8780441883367371,0.47945169147329303,0.53843002480148,0.797980572282543,0.8267823669026394,0.38494223195702015,0.6668647266343296,0.5739448118021144,0.5948227883930586,0.17555708511281976,0.5008381254105363,0.5624966930665211,0.741139836452156,0.6231667642976815,0.6756701597016508,0.8015643959156845,0.45837392139587047,0.40192585991960245
7Networks_RH_Cont_Par_2,0.6592480599672417,0.5016264273547952,0.564174277155492,0.5902483777342862,0.7422658391857678,0.7442311756070683,0.6789619280323432,0.6659679021536671,0.7286974332403111,0.697350517646945,0.7164948090662926,0.7028035983239052,0.7230874391450697,0.6196832431752638,0.7108349015745294,0.5234531859237123,0.8599143491108026,0.34346185898479015,0.461167444733544,0.8834937240825569,0.838926704741123,0.43708991881299464,0.8043056828516879,0.4270769904910604,0.6897419118591671,0.27460062236700955,0.6055702667318609,0.5338836095145347,0.7453385899137688,0.6433297245897633,0.6801401619742092,0.7451723988681811,0.47142443359364705,0.2922156412838411
7Networks_RH_Cont_PFCl_1,0.5801949615474271,0.6554359249202987,0.6146460076179345,0.7349047597483498,0.821870619516035,0.8173607750791201,0.6321417536309606,0.5802253500959704,0.5822162307611887,0.5283261131308442,0.7448948212166311,0.6203835970270006,0.6086151358264452,0.5687101438278008,0.6052148287040466,0.6777536404794098,0.8142551478960904,0.42260261773147834,0.5074401904137575,0.5649762552627375,0.6993435813654225,0.4959873955022101,0.6537654486661095,0.6553131247843723,0.7347416103017486,0.694832340835291,0.7634250857792038,0.6766379430019132,0.5639031325101473,0.5579302471722736,0.5017299015310515,0.5772825833295763,0.3647084945238107,0.42791185119064207
7Networks_RH_Cont_PFCl_2,0.7326117434144988,0.5769257717619377,0.5598038511395067,0.7602592754799158,0.8145667891809418,0.824805638373589,0.7149612144469639,0.6673989389387376,0.6827205097504524,0.6087342175560139,0.7479247496147838,0.7286579061872243,0.6796263233648361,0.770252801016571,0.6834226364808146,0.6164607072658443,0.9001016350487048,0.2838987860503689,0.6759193227957658,0.6236565172504458,0.6656559513338256,0.3723220534634125,0.7563290491764237,0.5197999015158141,0.7468324465901911,0.5657956172118223,0.7596557464772097,0.6226379869527716,0.7412262948171251,0.7987669478607541,0.5811457832976775,0.7058710510294924,0.404693254084151,0.4653672331336537
7Networks_RH_Cont_PFCl_3,0.5677843087424591,0.6378386955489309,0.6619803974332963,0.7246602240992,0.8639812891372076,0.8025091111444111,0.6915715485889204,0.47817206159345405,0.601811685878033,0.4759587633171767,0.779954934952925,0.6176055268022875,0.6124326811198213,0.6393599042913571,0.5645092455637549,0.7453446365843528,0.7949919672531192,0.44173678239759684,0.4870169213279888,0.6732004945298613,0.6862420445899964,0.44420416567807786,0.5887329335091931,0.5352027320096152,0.6883568572595541,0.6082886529197269,0.7813769088965778,0.6771652325449917,0.5647605788403809,0.5003818885115339,0.5254801836939478,0.6485658747822707,0.3157445848909416,0.5195644274897641
7Networks_RH_Cont_PFCl_4,0.7234131168194167,0.49293910820854225,0.5138993251503897,0.5467103313506734,0.6949926776797035,0.8496066193611566,0.6769117725595684,0.7275912786665888,0.49246571198393263,0.698878768410242,0.7590996578078002,0.5895260367454396,0.5848790788082334,0.6408293868625499,0.7022432008568151,0.509777422172209,0.8953109360540266,0.2372908378186478,0.5636488381444635,0.7926934572415671,0.41043689418622825,0.3230344634425646,0.7276728481354942,0.33786318129906934,0.7629629927202018,0.5663169728297197,0.7045702681426349,0.5303916737797885,0.7546587441637469,0.7611903151078143,0.798711396739266,0.86745833508872,0.6497664670003556,0.5554176611585444
7Networks_RH_Cont_Cing_1,0.6416681028507043,0.6473084199144391,0.4881158957666005,0.6027572794845585,0.7726272670027917,0.6790771082380467,0.6972688174631645,0.571614541307531,0.6190089411083756,0.5442449766898035,0.5632690268284473,0.527366569181113,0.4336980356174224,0.5016218594481152,0.5398725016182342,0.6993474395344892,0.7714263716729151,0.4485604881892725,0.23784472667242768,0.6853198072990965,0.6156178332794865,0.5021273986880588,0.5416529571741854,0.5664357305976366,0.6375848183792452,0.5701362261338747,0.6004270550914678,0.5923329627232312,0.5855646466727578,0.563254391533504,0.5154021022114087,0.7547512788371824,0.47661363343794916,0.4345735073753869
7Networks_RH_Cont_PFCmp_1,0.5160601440141634,0.8015082382708171,0.6975684003227605,0.7485042024861932,0.8984759505744497,0.7635257829348032,0.6487346504311975,0.4133575044982916,0.42531796522039045,0.4708374388482973,0.6914648406032569,0.47815919842501364,0.46492032754230095,0.5257941851168546,0.4473446310431785,0.7979332606964682,0.7310317105558505,0.48293342902458336,0.2087168235396918,0.4994679716989014,0.3920068846408603,0.6720969347776367,0.5173757612967411,0.6086359839320625,0.7854186715789256,0.7263592958754408,0.6849793248900158,0.7298602351223263,0.3783803284611166,0.41312075323392716,0.4201383157517661,0.6755574030801166,0.29659958825247823,0.6581798131019403
7Networks_RH_Cont_pCun_1,0.6449137696707123,0.4973012435546458,0.4637655602893158,0.5215809888430836,0.6357268646753744,0.6686724728378893,0.6951188194429185,0.743106590603293,0.7575336581480439,0.7367406671590153,0.6045526631004507,0.6955824982152026,0.7852626422172505,0.683468918470152,0.7516563506375997,0.4404284639790713,0.848836719404529,0.41845694361417657,0.5511254494244952,0.824642152464806,0.8042222668289275,0.45338934339341397,0.7453516736466728,0.4046820556039069,0.5338765599874622,0.46002097435877853,0.5703432790328933,0.45054363319189117,0.7329877577349366,0.6593279049669101,0.6869684299202035,0.7223966357976687,0.630033080046803,0.18574385820657877
