label,MET,SCN1B
7Networks_RH_Cont_Temp_1,0.8414487338161083,0.45568676051261525
7Networks_RH_Cont_Temp_2,0.9176868952094199,0.4693021425911857
7Networks_RH_Cont_PFCv_1,0.12230855338546169,0.4929619870209691
7Networks_RH_Cont_PFCl_1,0.6988357978182906,0.5035448106847735
7Networks_RH_Cont_PFCl_2,0.652497983558927,0.46013084119946085
7Networks_RH_Cont_PFCl_3,0.7003632575017311,0.5839175859117854
7Networks_RH_Cont_PFCl_4,0.7200246628567201,0.7476154589334914
7Networks_RH_Cont_PFCl_5,0.6934922690421883,0.7072387519765111
7Networks_RH_Cont_PFCl_6,0.6611450160716856,0.7637122318355136
7Networks_RH_Cont_PFCl_7,0.5832823936346397,0.8337480638289302
7Networks_RH_Cont_PFCl_8,0.673665215430622,0.6026459110550169
7Networks_RH_Cont_PFCl_9,0.5095046271048688,0.7904611012176043
7Networks_RH_Cont_PFCl_10,0.39853199923354876,0.7864269039580685
7Networks_RH_Cont_PFCl_11,NaN,NaN
7Networks_RH_Cont_PFCl_12,NaN,NaN
7Networks_RH_Cont_PFCl_13,NaN,NaN
7Networks_RH_Cont_PFCl_14,0.4642474498945936,0.6848816262713671
7Networks_RH_Cont_PFCl_15,0.47199442351844145,0.6180405406432469
7Networks_RH_Cont_pCun_1,NaN,NaN
7Networks_RH_Cont_pCun_2,0.804867860775627,0.7965437746172056
7Networks_RH_Cont_Cing_1,NaN,NaN
7Networks_RH_Cont_Cing_2,0.5452128799573497,0.29647600837607035
7Networks_RH_Cont_PFCmp_1,0.3530503535474709,0.4104851862063945
7Networks_RH_Cont_PFCmp_2,0.5369254845177126,0.6426762242722307
7Networks_RH_Default_Par_1,0.834339071334347,0.8268612238359441
7Networks_RH_Default_Par_2,NaN,NaN
7Networks_RH_Default_Par_3,0.8714481841114448,0.5544721441246292
7Networks_RH_Default_Par_4,0.8244496573062818,0.715382368069715
7Networks_RH_Default_Par_5,0.8389039620472086,0.7453533461647859
7Networks_RH_Default_Temp_1,0.8472883567938809,0.33702489254077994
7Networks_RH_Default_Temp_2,0.8976795236884026,0.40744852006246607
7Networks_RH_Default_Temp_3,0.8320425650723539,0.14810169970688875
7Networks_RH_Default_Temp_4,0.8514148902861163,0.4297510538028156
7Networks_RH_Default_Temp_5,0.8741717427452123,0.8130139088167997
7Networks_RH_Default_Temp_6,0.8234875985689722,0.5378581914705773
7Networks_RH_Default_Temp_7,0.8447857787630249,0.6734220162230605
7Networks_RH_Default_Temp_8,0.8601308300768431,0.683472897252535
7Networks_RH_Default_PFCv_1,0.6445599472943782,0.6903251953716185
7Networks_RH_Default_PFCv_2,NaN,NaN
7Networks_RH_Default_PFCv_3,0.683136616286552,0.6178480369617276
7Networks_RH_Default_PFCv_4,0.6442752590314167,0.6474049737154947
7Networks_RH_Default_PFCdPFCm_1,0.6374270978385986,0.31747170258683416
7Networks_RH_Default_PFCdPFCm_2,0.6543314379495347,0.4530732199999852
7Networks_RH_Default_PFCdPFCm_3,0.3304672026379387,0.2848679664798503
7Networks_RH_Default_PFCdPFCm_4,0.5727617972681304,0.4107797518987554
7Networks_RH_Default_PFCdPFCm_5,0.6785649576423092,0.5869022186514847
7Networks_RH_Default_PFCdPFCm_6,0.3871434612365939,0.33469575459421785
7Networks_RH_Default_PFCdPFCm_7,NaN,NaN
7Networks_RH_Default_PFCdPFCm_8,0.6687626342123979,0.5842782566492991
7Networks_RH_Default_PFCdPFCm_9,0.6500002362129198,0.544466248295413
7Networks_RH_Default_PFCdPFCm_10,0.6532392120658014,0.5659986830204038
7Networks_RH_Default_PFCdPFCm_11,NaN,NaN
7Networks_RH_Default_PFCdPFCm_12,0.4910715852023759,0.638416813520112
7Networks_RH_Default_PFCdPFCm_13,NaN,NaN
7Networks_RH_Default_pCunPCC_1,0.7283983146299302,0.5386152806410482
7Networks_RH_Default_pCunPCC_2,0.6081181182645494,0.7949698993053641
7Networks_RH_Default_pCunPCC_3,NaN,NaN
7Networks_RH_Default_pCunPCC_4,NaN,NaN
7Networks_RH_Default_pCunPCC_5,NaN,NaN
7Networks_RH_Default_pCunPCC_6,0.7657731103433438,0.6779700290321227
7Networks_RH_Default_pCunPCC_7,0.6305766146056758,0.5869673293646952
7Networks_RH_Default_pCunPCC_8,0.732177937876746,0.6372738216036665
7Networks_RH_Default_pCunPCC_9,0.7684312228613517,0.5545268606943003
Laccumb,0.20888112259142502,0.07790307382267127
Lamyg,0.1750893879990885,0.21595632067906864
Lcaud,0.18387855461220382,0.25388165525150747
Lhippo,0.3736694495829242,0.3761773433075722
Lpal,0.36719263949276604,0.3108912633815685
